,Term1,Term2,Term3,Term4
2133,topotecan,carcinoma,benzocaina,otalgia
2134,pseudoefedrina,asma,atropina,envenenamiento
2135,eritromicina,gonorrea,bromocriptina,hiperprolactinemia
2136,naproxeno,dismenorrea,bromocriptina,hipogonadismo
2137,espironolactona,hirsutismo,buprenorfina,dolor
2138,topiramato,epilepsia,calcitriol,raquitismo
2139,morfina,disnea,fluorouracilo,keratosis
2140,carbonildiamida,hiperqueratosis,bromocriptina,amenorrea
2141,liotironina,bocio,lorazepam,catatonia
2142,rifampicina,tuberculosis,eugenol,dentalgia
2143,oxacilina,septicemia,carisoprodol,espasmo
2144,vancomicina,neutropenia,feniltoloxamina,urticaria
2145,sulfatiazol,vaginitis,glucagon,anafilaxia
2146,haloperidol,vomitos,cetiricina,rinitis
2147,topiramato,dolor,nilutamida,carcinoma
2148,fluconazol,candidosis,doxilamina,cefalodinia
2149,oxigeno,neumonia,levetiracetam,epilepsia
2150,propranolol,taquiarritmia,eugenol,dentalgia
2151,liotironina,tirotoxicosis,mebendazol,helmintosis
2152,metiltestosterona,hipogonadismo,imipenem,septicemia
2153,clomipramina,dolor,ciprofloxacino,osteomielitis
2154,vincristina,neuroblastoma,clonazepam,disartria
2155,prednisona,inflamacion,clonazepam,disartria
2156,rifapentina,tuberculosis,metoclopramida,gastroparesia
2157,norfloxacino,prostatitis,cimetidina,acidez
2158,melfalan,rabdosarcoma,ciclofosfamida,rabdosarcoma
2159,probenecid,neurosifilis,mitoxantrona,linfoma
2160,ifosfamida,sarcoma,guaifenesina,faringitis
2161,liotironina,tirotoxicosis,clindamicina,toxoplasmosis
2162,teofilina,bronquitis,guaifenesina,bronquitis
2163,paromomicina,criptosporidiasis,nistatina,candidosis
2164,pseudoefedrina,asma,flecainida,taquiarritmia
2165,cefotaxima,neumonia,amoxicilina,sinusitis
2166,doxiciclina,neumonia,digoxina,shock
2167,doxilamina,cefalodinia,acetilcisteina,amiloidosis
2168,acetofenetidina,dolor,mitoxantrona,dolor
2169,dapsona,lepra,claritromicina,bronquitis
2170,indometacina,bursitis,cisaprida,estreñimiento
2171,octreotida,acromegalia,atropina,bradicardia
2172,tiroglobulina,tirotoxicosis,mitoxantrona,leucemia
2173,vinblastina,corioepitelioma,cloroquina,amebiasis
2174,rasburicasa,uricacidemia,clindamicina,toxoplasmosis
2175,vincristina,neuroblastoma,codeina,dolor
2176,sorbitol,envenenamiento,mitomicina,glaucoma
2177,progesterona,amenorrea,itraconazol,candidosis
2178,tiroxina,tirotoxicosis,alopurinol,gota
2179,permetrina,prurito,citarabina,leucemia
2180,diclofenaco,keratosis,cafeina,apnea
2181,metronidazol,amebiasis,doxilamina,rinitis
2182,bromocriptina,hiperprolactinemia,l arginina,alcalosis
2183,temozolomida,melanoma,fluor,osteoporosis
2184,clonazepam,esquizofrenia,auranofina,penfigo
2185,perfenazina,vomitos,imipenem,septicemia
2186,prostaciclina,purpura,cefepima,pielonefritis
2187,lidocaina,dolor,cloroquina,amebiasis
2188,oxigeno,neumonia,meticilina,neumonia
2189,prednisona,reumatismo,claritromicina,tonsilitis
2190,eritromicina,coqueluche,citrato,acidosis
2191,liotironina,tirotoxicosis,talco,neumotorax
2192,metiltestosterona,hipogonadismo,dietilestilbestrol,carcinoma
2193,oxigeno,neumonia,guaifenesina,laringitis
2194,ametopterina,leucemia,epinefrina,glaucoma
2195,melfalan,neuroblastoma,clonidina,glaucoma
2196,propoxifeno,dolor,ampicilina,gonorrea
2197,l arginina,acidosis,alprazolam,agorafobia
2198,mitoxantrona,dolor,claritromicina,sinusitis
2199,guaifenesina,laringitis,flucitosina,meningitis
2200,tiroglobulina,bocio,teofilina,bradicardia
2201,lorazepam,catatonia,atorvastatina,hipercolesterolemia
2202,doxilamina,cefalodinia,adenosina,taquiarritmia
2203,desmopresina,trombocitopenia,ciclofosfamida,retinoblastoma
2204,metilprednisolona,hipersensibilidad,cefepima,sepsis
2205,topiramato,dolor,furosemida,edema
2206,dapsona,lepra,acetilcisteina,neumonia
2207,indometacina,dolor,diclofenaco,fotofobia
2208,rifampicina,brucelosis,fluoxetina,bulimia
2209,feniltoloxamina,urticaria,papaverina,tromboembolia
2210,escopolamina,disenteria,claritromicina,sinusitis
2211,venlafaxina,dolor,acemanan,leucemia
2212,doxilamina,cefalodinia,diclorodiaminoplatino,melanoma
2213,testosterona,hipogonadismo,fentanilo,dolor
2214,isotretinoina,neuroblastoma,cefepima,neumonia
2215,naproxeno,fiebre,cetiricina,urticaria
2216,rifampicina,lepra,perfenazina,vomitos
2217,vancomicina,neutropenia,glucagon,hipoglucemia
2218,ivermectina,prurito,colecalciferol,osteoporosis
2219,metronidazol,enterocolitis,ifosfamida,linfoma
2220,ciprofloxacino,osteomielitis,ciprofloxacino,fiebre
2221,diclofenaco,dismenorrea,clotrimazol,candidosis
2222,selegilina,esquizofrenia,cafeina,apnea
2223,propofol,dolor,mercaptopurina,linfoma
2224,nandrolona,anemia,cocaina,tos
2225,sucralfato,neumonia,midazolam,desazon
2226,temozolomida,melanoma,ampicilina,listerelosis
2227,vincristina,rabdosarcoma,desmopresina,enuresis
2228,epinefrina,hipopiesis,epinefrina,bradicardia
2229,prednisona,reumatismo,metilprednisolona,hipersensibilidad
2230,metilprednisolona,hipersensibilidad,aspirina,inflamacion
2231,selegilina,esquizofrenia,mentol,dolor
2232,tiabendazol,helmintosis,carboplatino, m osteosarcoma
2233,oxacilina,osteomielitis,citarabina,linfoma
2234,nortriptilina,enuresis,levofloxacino,bronquitis
2235,propranolol,taquiarritmia,clonidina,glaucoma
2236,hidromorfona,dolor,prostaciclina,purpura
2237,tiabendazol,helmintosis,omeprazol,esofagitis
2238,carbonildiamida,hiperqueratosis,digoxina,shock
2239,itraconazol,neutropenia,hidrocodona,tos
2240,prometazina,rinitis,prednisolona,inflamacion
2241,ifosfamida,linfoma,heparina,tromboflebitis
2242,pilocarpina,asialia,cocaina,tos
2243,naproxeno,gota,atropina,uveitis
2244,perfenazina,nauseoso,dopamina,shock
2245,oxitetraciclina,lues,cortisol,reumatismo
2246,oximorfona,dolor,gemfibrozilo,hipercolesterolemia
2247,lovastatina,hipercolesterolemia,cisaprida,estreñimiento
2248,ciclofosfamida,rabdosarcoma,acetilcisteina,envenenamiento
2249,morfina,dolor,guaifenesina,tos
2250,morfina,disnea,captopril,edema
2251,pseudoefedrina,sinusitis,mercaptopurina,linfoma
2252,olanzapina,esquizofrenia,cetoconazol,leishmaniosis
2253,penicilamina,reumatismo,oxacilina,osteomielitis
2254,modafinilo,narcolepsia,bromocriptina,hipogonadismo
2255,vinblastina,corioepitelioma,itraconazol,leishmaniosis
2256,rifampicina,meningitis,carboplatino, m osteosarcoma
2257,propofol,delirio,filgrastim,neutropenia
2258,estrona,hipogonadismo,cefuroxima,impetigo
2259,rifapentina,tuberculosis,bismuto,disenteria
2260,levetiracetam,epilepsia,clorpromazina,hipo
2261,fenilefrina,rinitis,cefepima,sepsis
2262,diclofenaco,inflamacion,dexametasona,vomitos
2263,glucagon,hipoglucemia,atropina,uveitis
2264,ifosfamida,linfoma,finasterida,calvicie
2265,feniltoloxamina,rinitis,enoxaparina,tromboembolia
2266,tiroxina,bocio,aprotinina,sangrado
2267,propofol,dolor,prometazina,rinitis
2268,delta   tetrahidrocanabinol,nauseoso,albendazol,toxocariasis
2269,insulina,hiperglicemia,bromocriptina,acromegalia
2270,tetraciclina,gonorrea,medroxiprogesterona,amenorrea
2271,warfarina,tromboembolia,clonidina,dolor
2272,lorazepam,catatonia,bupivacaina,dolor
2273,lorazepam,vomitos,clonazepam,esquizofrenia
2274,procainamida,taquiarritmia,epinefrina,anafilaxia
2275,vancomicina,meningitis,acetilcisteina,amiloidosis
2276,etanercept,artritis,codeina,dolor
2277,meropenem,apendicitis,ampicilina,disenteria
2278,heparina,tromboembolia,dextran,shock
2279,prazicuantel,helmintosis,cisaprida,estreñimiento
2280,fenazopiridina,dolor,levofloxacino,bronquitis
2281,pralidoxima,envenenamiento,clorpromazina,nauseoso
2282,levofloxacino,tuberculosis,guaifenesina,faringitis
2283,prednisona,hipercalcemia,eritromicina,lues
2284,prednisolona,edema,oxacilina,meningitis
2285,trombina,sangrado,procarbazina,melanoma
2286,  fenilpropano   amina,narcolepsia,alopurinol,gota
2287,sildenafilo,impotencia,pseudoefedrina,sinusitis
2288,desmopresina,enuresis,ciprofloxacino,fiebre
2289,escopolamina,disenteria,celecoxib,dismenorrea
2290,fentanilo,dolor,ciclosporina,soriasis
2291,teofilina,bronquitis,bleomicina,sarcoma
2292,reserpina,esquizofrenia,mitomicina,glaucoma
2293,tiabendazol,helmintosis,cimetidina,dispepsia
2294,atropina,bradicardia,adenosina,taquiarritmia
2295,lorazepam,vomitos,cocaina,tos
2296,tiroxina,tirotoxicosis,sulfametoxazol,bronquitis
2297,octreotida,diarrea,esomeprazol,esofagitis
2298,papaverina,tromboembolia,desoxiefedrina,obesidad
2299,voriconazol,aspergilosis,moxifloxacino,pielonefritis
2300,fenilefrina,glaucoma,oxitetraciclina,gonorrea
2301,fisostigmina,glaucoma,ciclofosfamida,rabdosarcoma
2302,papaverina,tromboembolia,bromocriptina,acromegalia
2303,fluconazol,meningitis,benzocaina,picazon
2304,sorbitol,estreñimiento,probenecid,gonorrea
2305,ibuprofeno,fiebre,glucagon,hipopiesis
2306,oxacilina,osteomielitis,carisoprodol,miositis
2307,prednisolona,conjuntivitis,opio,diarrea
2308,epinefrina,bradicardia,doxiciclina,neumonia
2309,nilutamida,carcinoma,acetilcisteina,bronquiectasia
2310,procainamida,taquiarritmia,butorfanol,dolor
2311,norfloxacino,cistitis,etoposido,leucemia
2312,propofol,delirio,eritromicina,gonorrea
2313,nitazoxanida,criptosporidiasis,dopamina,bradicardia
2314,itraconazol,neutropenia,paracetamol,dolor
2315,oxicodona,dolor,cefotaxima,neumonia
2316,bupivacaina,dolor,bromocriptina,amenorrea
2317,flucitosina,candidosis,atropina,bradicardia
2318,venlafaxina,dolor,cimetidina,acidez
2319,meprobamato,espasmo,epinefrina,glaucoma
2320,liotironina,tirotoxicosis,cloroquina,amebiasis
2321,warfarina,tromboflebitis,minoxidil,calvicie
2322,propranolol,taquiarritmia,mesna,sangrado
2323,desoxiefedrina,narcolepsia,ibuprofeno,bursitis
2324,desmopresina,sangrado,bleomicina,linfoma
2325,probenecid,gota,captopril,edema
2326,ciclosporina,soriasis,cefepima,sepsis
2327,tiamina,pelagra,pilocarpina,midriasis
2328,acetofenetidina,fiebre,hidroxicloroquina,plasmodiosis
2329,fenol,dolor,ibuprofeno,fiebre
2330,valdecoxib,dismenorrea,etoposido,reticulosis
2331,auranofina,artritis,albendazol,giardosis
2332,heparina,tromboembolia,atropina,uveitis
2333,metiltestosterona,hipogonadismo,ibuprofeno,dismenorrea
2334,propiltiouracilo,bocio,epinefrina,anafilaxia
2335,venlafaxina,dolor,ametopterina, m osteosarcoma
2336,cefepima,pielonefritis,caspofungina,aspergilosis
2337,acetofenetidina,fiebre,albendazol,toxocariasis
2338,meperidina,dolor,albendazol,giardosis
2339,escopolamina,rinitis,ifosfamida,sarcoma
2340,sulfametoxazol,bronquitis,glicerina,estreñimiento
2341,hidroxicarbamida,soriasis,difenhidramina,urticaria
2342,clonidina,glaucoma,calcitriol,hiperparatiroidismo
2343,dihidrocodeina,tos,clonidina,dismenorrea
2344,enoxaparina,tromboflebitis,doxiciclina,lues
2345,cabergolina,hiperprolactinemia,bromocriptina,acromegalia
2346,prednisona,inflamacion,bromocriptina,hiperprolactinemia
2347,tiamina,beriberi,ciprofloxacino,gonorrea
2348,sucralfato,mucitis,amitriptilina,dolor
2349,lindano,prurito,etanercept,artritis
2350,mentol,dolor,fluoxetina,bulimia
2351,sulfametoxazol,toxoplasmosis,lindano,prurito
2352,liotironina,bocio,octreotida,adenoma
2353,olanzapina,esquizofrenia,paracetamol,fiebre
2354,metiltestosterona,hipogonadismo,albendazol,helmintosis
2355,tiroxina,tirotoxicosis,clozapina,esquizofrenia
2356,metronidazol,rosacea,cefuroxima,impetigo
2357,melfalan,neuroblastoma,adenosina,taquiarritmia
2358,mitoxantrona,dolor,prostaciclina,purpura
2359,fluconazol,meningitis,acetazolamida,glaucoma
2360,delta   tetrahidrocanabinol,nauseoso,minoxidil,calvicie
2361,estreptomicina,brucelosis,medroxiprogesterona,amenorrea
2362,cafeina,apnea,benzocaina,dentalgia
2363,fenilefrina,rinitis,efedrina,asma
2364,medroxiprogesterona,hipoventilacion,salbutamol,asma
2365,rofecoxib,dismenorrea,citrato,acidosis
2366,morfina,disnea,etoposido,rabdosarcoma
2367,tacrolimus,dermatitis,desmopresina,sangrado
2368,epinefrina,taquiarritmia,cefepima,fiebre
2369,cafeina,apnea,acetazolamida,glaucoma
2370,rifabutina,tuberculosis,cisaprida,estreñimiento
2371,norepinefrina,shock,linezolid,neumonia
2372,moxifloxacino,pielonefritis,diclorodiaminoplatino,melanoma
2373,midazolam,desazon,aciclovir,varicela
2374,rifapentina,tuberculosis,benzocaina,picazon
2375,vancomicina,neutropenia,bromocriptina,infertil
2376,pseudoefedrina,rinitis,ciprofloxacino,disenteria
2377,clonidina,diarrea,cefotaxima,sepsis
2378,opio,dolor,metronidazol,rosacea
2379,indometacina,dolor,diclofenaco,inflamacion
2380,prometazina,rinitis,indometacina,artritis
2381,talidomida,reticulosis,ciclofosfamida,hemosiderosis
2382,mesna,cistitis,digoxina,shock
2383,propofol,desazon,glucagon,hipopiesis
2384,talidomida,lepra,pantoprazol,esofagitis
2385,hidroxicarbamida,melanoma,ciprofloxacino,cistitis
2386,captopril,edema,atropina,bradicardia
2387,minoxidil,calvicie,benzocaina,picazon
2388,reserpina,esquizofrenia,papaverina,tromboembolia
2389,guaifenesina,tos,cocaina,tos
2390,naproxeno,bursitis,ceftriaxona,neumonia
2391,eritromicina,coqueluche,ampicilina,disenteria
2392,octreotida,adenoma,dexametasona,vomitos
2393,reserpina,esquizofrenia,fluconazol,meningitis
2394,salbutamol,asma,acetilcisteina,bronquiectasia
2395,espironolactona,edema,cerivastatina,hipercolesterolemia
2396,rifampicina,lepra,benzocaina,dentalgia
2397,fenol,dolor,azitromicina,tonsilitis
2398,mitoxantrona,linfoma,amoxicilina,sinusitis
2399,ipratropio,rinitis,citarabina,linfoma
2400,rifampicina,tuberculosis,ciclofosfamida,hemosiderosis
2401,prednisolona,conjuntivitis,paracetamol,fiebre
2402,clonidina,glaucoma,adenosina,taquiarritmia
2403,temozolomida,melanoma,etoposido,neuroblastoma
2404,tetraciclina,gonorrea,propoxifeno,dolor
2405,dapsona,lepra,carisoprodol,dolor
2406,ametopterina,leucemia,haloperidol,vomitos
2407,ametopterina, m osteosarcoma,alopurinol,gota
2408,prednisona,hipersensibilidad,butorfanol,dolor
2409,ciclofosfamida,hemosiderosis,cefepima,pielonefritis
2410,tiabendazol,helmintosis,meperidina,dolor
2411,epinefrina,bradicardia,clorpromazina,hipo
2412,moxifloxacino,pielonefritis,cefepima,neutropenia
2413,prednisolona,hipersensibilidad,  fenilpropano   amina,narcolepsia
2414,ceftazidima,fiebre,aspirina,fiebre
2415,etoposido,rabdosarcoma,amitriptilina,dolor
2416,propiltiouracilo,bocio,oxitetraciclina,gonorrea
2417,mesna,cistitis,glucagon,shock
2418,linezolid,neumonia,epinefrina,hipopiesis
2419,atorvastatina,hipercolesterolemia,aspirina,gota
2420,prometazina,rinitis,finasterida,hirsutismo
2421,dexametasona,vomitos,bromocriptina,hipogonadismo
2422,benzocaina,picazon,auranofina,artritis
2423,esomeprazol,acidez,cocaina,dolor
2424,flecainida,taquiarritmia,ciclofosfamida,leucemia
2425,niacina,pelagra,moxifloxacino,neumonia
2426,tiamina,pelagra,finasterida,calvicie
2427,fenilefrina,glaucoma,eritromicina,gonorrea
2428,meclozina,vertigo,difenhidramina,urticaria
2429,temozolomida,melanoma,oxacilina,osteomielitis
2430,irinotecan,leucemia,docetaxel,melanoma
2431,tacrolimus,dermatitis,ibuprofeno,dolor
2432,propranolol,cromafinoma,benzocaina,picazon
2433,daunorubicina,leucemia,clonidina,glaucoma
2434,estreptomicina,peste,l arginina,acidosis
2435,cortisol,inflamacion,clorpromazina,hipo
2436,meropenem,apendicitis,ibuprofeno,dolor
2437,fenilefrina,rinitis,glucagon,hipoglucemia
2438,propofol,desazon,epinefrina,taquiarritmia
2439,guaifenesina,coqueluche,dihidrocodeina,tos
2440,propofol,dolor,naproxeno,gota
2441,indometacina,artritis,cerivastatina,hipercolesterolemia
2442,teofilina,apnea,glucagon,shock
2443,voriconazol,aspergilosis,gabapentina,epilepsia
2444,docetaxel,melanoma,ciprofloxacino,prostatitis
2445,carbamazepina,esquizofrenia,ampicilina,listerelosis
2446,prednisona,hipercalcemia,estrona,hipogonadismo
2447,carbonildiamida,hiperqueratosis,medroxiprogesterona,hipoventilacion
2448,propranolol,taquiarritmia,bromocriptina,infertil
2449,etoposido,reticulosis,ceftriaxona,neumonia
2450,paromomicina,amebiasis,diclofenaco,dismenorrea
2451,citarabina,linfoma,alopurinol,gota
2452,meropenem,fiebre,cefepima,fiebre
2453,propranolol,cromafinoma,  fenilpropano   amina,narcolepsia
2454,prednisona,hipersensibilidad,estrona,hipogonadismo
2455,prazicuantel,helmintosis,naproxeno,dismenorrea
2456,fenol,dolor,captopril,edema
2457,talidomida,reticulosis,heparina,tromboembolia
2458,efedrina,hipopiesis,alopurinol,gota
2459,pamidronato,osteoporosis,doxilamina,cefalodinia
2460,rifabutina,tuberculosis,buprenorfina,dolor
2461,tacrolimus,dermatitis,atropina,envenenamiento
2462,glucagon,shock,cisaprida,estreñimiento
2463,tiroxina,tirotoxicosis,clonazepam,disartria
2464,mitomicina,glaucoma,claritromicina,bronquitis
2465,vinblastina,reticulosis,flecainida,taquiarritmia
2466,trimetoprima,bronquitis,cafeina,apnea
2467,sulfatiazol,vaginitis,fenilpropanolamina,rinitis
2468,omeprazol,acidez,eritromicina,lues
2469,isoniazida,tuberculosis,epinefrina,glaucoma
2470,nitazoxanida,criptosporidiasis,difenhidramina,urticaria
2471,opio,dolor,hidroxicarbamida,melanoma
2472,sucralfato,neumonia,paracetamol,fiebre
2473,itraconazol,onicomicosis,ceftazidima,fiebre
2474,hidroquinona,hiperpigmentacion,dextran,shock
2475,olanzapina,esquizofrenia,acemanan,leucemia
2476,tetraciclina,bronquitis,irinotecan,linfoma
2477,nitazoxanida,criptosporidiasis,meropenem,fiebre
2478,resorcinol,rosacea,octreotida,acromegalia
2479,propofol,dolor,omeprazol,esofagitis
2480,progesterona,amenorrea,cefuroxima,sinusitis
2481,opio,diarrea,hidroxicarbamida,leucocitosis
2482,efedrina,rinitis,cefotaxima,meningitis
2483,metronidazol,giardosis,adenosina,taquiarritmia
2484,fluor,osteoporosis,dihidrocodeina,tos
2485,prometazina,vomitos,niacinamida,pelagra
2486,mercaptopurina,linfoma,dexametasona,nauseoso
2487,trombina,sangrado,prometazina,nauseoso
2488,vinblastina,corioepitelioma,cefepima,fiebre
2489,colchicina,amiloidosis,clotrimazol,candidosis
2490,carbonildiamida,hiperqueratosis,lindano,prurito
2491,itraconazol,histoplasmosis,gemfibrozilo,hipertrigliceridemia
2492,enoxaparina,tromboembolia,clonidina,diarrea
2493,cloroquina,amebiasis,benzocaina,picazon
2494,moxifloxacino,gonorrea,diclofenaco,keratosis
2495,haloperidol,esquizofrenia,enoxaparina,tromboembolia
2496,rofecoxib,dismenorrea,cefotaxima,neumonia
2497,imipenem,septicemia,glucagon,bradicardia
2498,azufre,rosacea,paraldehido,delirio
2499,tetraciclina,bronquitis,espironolactona,edema
2500,warfarina,tromboembolia,penicilamina,reumatismo
2501,heparina,tromboembolia,ciclofosfamida,reumatismo
2502,etoposido,neuroblastoma,aspirina,gota
2503,difenhidramina,urticaria,carisoprodol,miositis
2504,minoxidil,calvicie,indometacina,dolor
2505,cetoconazol,histoplasmosis,indometacina,bursitis
2506,talidomida,lepra,sucralfato,mucitis
2507,sulfatiazol,vaginitis,hidroquinona,hiperpigmentacion
2508,cimetidina,acidez,albendazol,toxocariasis
2509,estreptomicina,peste,mitomicina,adenocarcinoma
2510,rifabutina,tuberculosis,epinefrina,taquiarritmia
2511,tramadol,dolor,ciprofloxacino,neutropenia
2512,risperidona,esquizofrenia,paromomicina,amebiasis
2513,auranofina,penfigo,acetilcisteina,bronquiectasia
2514,heparina,tromboflebitis,aspirina,fiebre
2515,enoxaparina,angor,difenhidramina,rinitis
2516,moxifloxacino,neumonia,dexametasona,rinitis
2517,pseudoefedrina,sinusitis,clorpromazina,vomitos
2518,citarabina,leucemia,ciprofloxacino,cistitis
2519,tacrolimus,dermatitis,moxifloxacino,neumonia
2520,moxifloxacino,pielonefritis,bromocriptina,amenorrea
2521,fenilefrina,glaucoma,mercaptopurina,linfoma
2522,gemfibrozilo,hipertrigliceridemia,cabergolina,hiperprolactinemia
2523,vinblastina,corioepitelioma,sildenafilo,impotencia
2524,penicilamina,reumatismo,clonidina,dismenorrea
2525,delta   tetrahidrocanabinol,nauseoso,eritromicina,gonorrea
2526,vancomicina,neutropenia,cefepima,pielonefritis
2527,dopamina,shock,albendazol,helmintosis
2528,lorazepam,vomitos,carbamazepina,epilepsia
2529,gemfibrozilo,hipercolesterolemia,diclorodiaminoplatino,astroglioma
2530,guaifenesina,coqueluche,cefuroxima,sinusitis
2531,moxifloxacino,neumonia,ceftriaxona,enteritis
