,Term1,Term2,Term3,Term4
2076,narcosis,cerebro,anquiloglosia,lengua
2077,liposarcoma,piel,artralgia,articulaciones
2078,esofagitis,esofago,coroiditis,uvea
2079,parestesia,piel,hemocromatosis,higado
2080,neumonia,pulmon,gingivitis,mandibula
2081,macrocefalo,cabeza,catarata,cristalino
2082,noma,mandibula,coriorretinitis,retina
2083,pleuroneumonia,pulmon,acalasia,abdomen
2084,prostatitis,prostata,neuropatia,nervio
2085,hipernasalidad,nariz,artralgia,articulaciones
2086,septicemia,sangre,polineuritis,nervio
2087,pleuresia,pleura,diaforesis,cabello
2088,asialia,mandibula,vertigo,laberinto
2089,insulinoma,pancreas,esofagitis,esofago
2090,rinofima,piel,crup,laringe
2091,piometra,utero,parasomnia,cerebro
2092,criptorquidia,pelvis,diaforesis,piel
2093,esclerodermia,fascia,calvicie,piel
2094,escleritis,ojo,amordazar,esofago
2095,queratoconjuntivitis,conjuntiva,gingivitis,encia
2096,polineuropatia,nervio,criptorquidia,testiculo
2097,vertigo,cerebro,calvicie,piel
2098,cecitis,ciego,glomerulonefritis,riñon
2099,bruxismo,mandibula,artralgia,articulaciones
2100,artritis,articulaciones,anquiloglosia,mandibula
2101,tracoma,ojo,desvanecimiento,cerebro
2102,taurodontismo,cara,polineuropatia,nervio
2103,politricosis,cabello,hepatoesplenomegalia,bazo
2104,hemoptisis,expectoracion,ginecomastia,mama
2105,pinguicula,conjuntiva,queratitis,cornea
2106,acidez,piel,endometritis,endometrio
2107,hiperqueratosis,piel,ginecomastia,mama
2108,septicemia,sangre,laminitis,pezuña
2109,hiperpatia,piel,anquiloglosia,mandibula
2110,polio,cerebro,glomerulonefritis,riñon
2111,scrapie,posencefalo,cianosis,cabello
2112,prognatismo,mandibula,contextura,piel
2113,vaccina,piel,uremia,riñon
2114,osteoporosis,cartilago,guiño,nervio
2115,meningoencefalitis,cerebro,cianosis,cabello
2116,neumoconiosis,pulmon,cicatriz,piel
2117,desmayo,cerebro,insulinoma,abdomen
2118,viremia,sangre,deslumbramiento,ojo
2119,glositis,mandibula,calvicie,piel
2120,queloide,piel,somnolencia,cerebro
2121,enterorragia,recto,cianosis,cabello
2122,sudoracion,cabello,estrabismo,ojo
2123,epididimitis,testiculo,criptorquidia,pelvis
2124,dermatomicosis,piel,apendicitis,apendice
2125,pitiriasis,piel,acalasia,abdomen
2126,gingivitis,encia,esofagitis,esofago
2127,asma,pulmon,acrodermatitis,piel
2128,petequias,piel,kuru,cerebro
2129,estrabismo,ojo,hiperqueratosis,piel
2130,enterorragia,recto,coroiditis,coroides
2131,tracoma,conjuntiva,periodontitis,mandibula
2132,keratosis,piel,ginecomastia,mama
2133,variola,piel,calvicie,cabello
2134,fototoxicidad,piel,mastitis,mama
2135,glositis,lengua,amuck,cerebro
2136,traqueitis,traquea,pleuroneumonia,pleura
2137,uveitis,ojo,hiperemia,cabello
2138,palidez,cara,maloclusion,mandibula
2139,nistagmo,ojo,noma,mandibula
2140,ciatica,articulaciones,epistaxis,nariz
2141,palidez,piel,queratoconjuntivitis,conjuntiva
2142,glomerulonefritis,riñon,acalasia,abdomen
2143,parasomnia,cerebro,dermatitis,piel
2144,narcosis,cerebro,gingivitis,encia
2145,queratoconjuntivitis,ojo,somnolencia,cerebro
2146,keratosis,piel,encefalitis,cerebro
2147,ictericia,piel,albinismo,piel
2148,pitiriasis,piel,laringitis,laringe
2149,narcosis,cerebro,politricosis,piel
2150,taquiarritmia,corazon,pioderma,piel
2151,variola,piel,coriorretinitis,retina
2152,vitiligo,piel,parestesia,piel
2153,epididimitis,epididimo,crup,laringe
2154,paperas,mandibula,hiperpigmentacion,piel
2155,insomnio,cerebro,miopia,ojo
2156,lanugo,cabello,albinismo,piel
2157,parasomnia,cerebro,contextura,cara
2158,sudoracion,piel,miliaria,piel
2159,viremia,sangre,escencia,nariz
2160,priapismo,pene,hiperqueratosis,piel
2161,petequias,piel,queratocono,cornea
2162,laringitis,laringe,astigmatismo,ojo
2163,rinofima,piel,noma,piel
2164,nistagmo,ojo,calvicie,piel
2165,osteoporosis,cartilago,duodenitis,duodeno
2166,excoriacion,piel,bronquiolitis,pulmon
2167,politricosis,cabello,albinismo,ojo
2168,hirsutismo,piel,diaforesis,piel
2169,mielitis,cerebro,dermatomiositis,piel
2170,asialia,mandibula,insomnio,cerebro
2171,septicemia,sangre,pinguicula,conjuntiva
2172,rinorrea,nariz,pancreatitis,pancreas
2173,uveitis,uvea,anosmia,nariz
2174,neuromielitis,nervio,narcolepsia,cerebro
2175,pleuroneumonia,pleura,gingivoestomatitis,mandibula
2176,sudoracion,piel,anquiloglosia,lengua
2177,fotofobia,ojo,epilepsia,cerebro
2178,viremia,sangre,miopia,ojo
2179,emetropia,ojo,acrodermatitis,piel
2180,nefrocalcinosis,riñon,dermatomicosis,cabello
2181,psitacosis,pulmon,astigmatismo,ojo
2182,hemoptisis,expectoracion,calvicie,piel
2183,conjuntivitis,ojo,anquiloglosia,cara
2184,estrabismo,ojo,hiperreflexia,nervio
2185,poliartritis,articulaciones,amordazar,esofago
2186,retinitis,retina,maloclusion,mandibula
2187,queloide,piel,coriorretinitis,retina
2188,polio,cerebro,mediastinitis,mediastino
2189,asialia,mandibula,poiquilodermia,piel
2190,vertigo,laberinto,septicemia,sangre
2191,hipospadias,uretra,epididimitis,epididimo
2192,epididimitis,epididimo,contextura,cara
2193,pleuroneumonia,pulmon,rubor,cabello
2194,afaquia,cristalino,acrodermatitis,piel
2195,vitiligo,piel,estrabismo,ojo
2196,xerodermia,piel,angioedema,piel
2197,hiperostosis,cartilago,conjuntivitis,ojo
2198,vertigo,cerebro,osteopenia,cartilago
2199,miliaria,piel,epilepsia,cerebro
2200,paperas,mandibula,delirio,cerebro
2201,hemoptisis,expectoracion,epilepsia,cerebro
2202,uremia,riñon,hipersomnia,cerebro
2203,urticaria,piel,deslumbramiento,ojo
2204,osteomielitis,cartilago,keratosis,piel
2205,neumotorax,pleura,gingivitis,mandibula
2206,sudoracion,cabello,queratocono,cornea
2207,tracoma,ojo,picazon,piel
2208,queratocono,cornea,conjuntivitis,ojo
2209,neumonia,pulmon,impetigo,piel
2210,nefritis,riñon,somnolencia,cerebro
2211,pinguicula,conjuntiva,peritonitis,peritoneo
2212,esplenomegalia,bazo,encandilamiento,ojo
2213,lanugo,cabello,albinismo,ojo
2214,retinitis,ojo,poliosis,piel
2215,insomnio,cerebro,delirio,cerebro
2216,miasis,piel,midriasis,pupilar
2217,epididimitis,testiculo,dormido,cerebro
2218,parestesia,piel,eczema,piel
2219,pioderma,piel,acidez,piel
2220,prognatismo,cartilago,politricosis,cabello
2221,reumatismo,articulaciones,acidez,piel
2222,kuru,posencefalo,acidez,esofago
2223,lepra,piel,erisipela,piel
2224,traqueitis,traquea,noma,mandibula
2225,vaginitis,vagina,tatuaje,piel
2226,nefritis,riñon,amuck,cerebro
2227,hipernasalidad,nariz,abrasion,piel
2228,nefrocalcinosis,riñon,ambidiestro,cerebro
2229,meningococemia,sangre,apendicitis,apendice
2230,esclerodermia,fascia,colestasis,higado
2231,hepatitis,higado,disfluidez,cerebro
2232,poiquilodermia,piel,meningococemia,sangre
2233,queratitis,ojo,cefalodinia,cabeza
2234,enterorragia,recto,amordazar,esofago
2235,estertores,pecho,priapismo,pene
2236,laringitis,laringe,dermatomiositis,piel
2237,asialia,mandibula,pterigion,conjuntiva
2238,estrabismo,ojo,lipodistrofia,piel
2239,variola,piel,escotoma,ojo
2240,cataplexia,cerebro,dormido,cerebro
2241,ciatica,articulaciones,hemoptisis,expectoracion
2242,epididimitis,epididimo,diplopia,ojo
2243,reumatismo,articulaciones,dismenorrea,utero
2244,macrocefalo,cabeza,celulitis,piel
2245,asialia,saliva,albinismo,ojo
2246,hepatoesplenomegalia,bazo,eczema,piel
2247,hiperpatia,piel,equimosis,cabello
2248,vaccina,piel,despierto,cerebro
2249,pterigion,cornea,mareo,cerebro
2250,neumoconiosis,pulmon,osteoma,cartilago
2251,poiquilodermia,piel,bronconeumonia,pulmon
2252,rubor,cara,aturdimiento,cerebro
2253,neumotorax,pleura,hiperbilirrubinemia,higado
2254,fototoxicidad,piel,ovulatorio,ovario
2255,osteomielitis,cartilago,coroiditis,retina
2256,petequias,piel,paperas,mandibula
2257,taquiarritmia,corazon,dormido,cerebro
2258,cefalodinia,cabeza,rubor,cara
2259,lepra,piel,hiperbilirrubinemia,higado
2260,noma,piel,cefalodinia,cabeza
2261,tendonitis,articulaciones,hemotorax,pleura
2262,urticaria,piel,neumoconiosis,pulmon
2263,osteitis,cartilago,glositis,mandibula
2264,esplenomegalia,bazo,colestasis,higado
2265,escotoma,ojo,cianosis,piel
2266,endometritis,endometrio,artrogrifosis,cerebro
2267,noma,piel,bacteriemia,sangre
2268,reumatismo,articulaciones,osteitis,cartilago
2269,osteoma,cartilago,equimosis,cabello
2270,cecitis,ciego,poliosis,piel
2271,onicomicosis,piel,gingivoestomatitis,mandibula
2272,rubor,cabello,absceso,piel
2273,hemoptisis,expectoracion,coroiditis,retina
2274,kuru,cerebro,calvicie,piel
2275,hipospadias,uretra,artrogrifosis,cerebro
2276,carotico,cerebro,cicatriz,piel
2277,epilepsia,cerebro,artrogrifosis,articulaciones
2278,prognatismo,cartilago,cicatriz,piel
2279,hipomania,cerebro,gota,sangre
2280,onicomicosis,piel,cianosis,piel
2281,gingivitis,encia,somnolencia,cerebro
2282,hiperemia,cabello,diplopia,ojo
2283,cecitis,ciego,queratoconjuntivitis,cornea
2284,taquiarritmia,corazon,onicomicosis,piel
2285,neumonitis,pulmon,cataplexia,cerebro
2286,hipersomnia,cerebro,hiperpatia,piel
2287,nistagmo,ojo,bursitis,articulaciones
2288,desmayo,cerebro,glaucoma,ojo
2289,osteomalacia,cartilago,erisipela,piel
2290,vaginitis,vagina,astigmatismo,ojo
2291,duodenitis,duodeno,alodinia,piel
2292,pitiriasis,piel,atelectasia,pulmon
2293,hiperbilirrubinemia,higado,alodinia,piel
2294,erisipela,piel,artralgia,articulaciones
2295,vitiligo,piel,traqueitis,traquea
2296,retinitis,ojo,reflujo,abdomen
2297,penfigo,piel,insulinoma,pancreas
2298,fototoxicidad,piel,desvanecimiento,cerebro
2299,tracoma,ojo,anosmia,nariz
2300,peritonitis,peritoneo,queilitis,mandibula
2301,peritonitis,peritoneo,acne,piel
2302,variola,piel,scrapie,cerebro
2303,piometra,utero,artritis,articulaciones
2304,pterigion,cornea,hiperqueratosis,piel
2305,mastitis,mama,artralgia,articulaciones
2306,poliartritis,articulaciones,albinismo,ojo
2307,noma,mandibula,endometritis,endometrio
2308,esteatohepatitis,higado,hiperreflexia,nervio
2309,espondilosis,articulaciones,demencia,cerebro
2310,angioedema,piel,acrodermatitis,piel
2311,poiquilodermia,piel,mirada,ojo
2312,maloclusion,mandibula,calvicie,piel
2313,esofagitis,esofago,dermatomicosis,piel
2314,queratocono,cornea,acalasia,abdomen
2315,glaucoma,ojo,artritis,articulaciones
2316,palidez,cara,desvanecimiento,cerebro
2317,soriasis,piel,coroiditis,uvea
2318,taurodontismo,mandibula,celulitis,piel
2319,hiperostosis,cartilago,hepatoesplenomegalia,higado
2320,sudoracion,piel,desgarro,piel
2321,estornudo,nariz,epilepsia,cerebro
2322,vertigo,cerebro,sudoracion,piel
2323,escencia,nariz,disfluidez,cerebro
2324,laringitis,laringe,artralgia,articulaciones
2325,tracoma,ojo,cicatriz,piel
2326,ovulatorio,ovario,epilepsia,cerebro
2327,septicemia,sangre,periodontitis,mandibula
2328,urticaria,piel,cicatriz,piel
2329,rubor,cabello,esofagitis,esofago
2330,gingivoestomatitis,mandibula,bronconeumonia,pulmon
2331,gingivitis,encia,epilepsia,cerebro
2332,liposarcoma,piel,apendicitis,apendice
2333,traqueitis,traquea,hipospadias,uretra
2334,lanugo,cabello,bronconeumonia,pulmon
2335,excoriacion,piel,abrasion,piel
2336,contextura,piel,posimagen,ojo
2337,queratitis,cornea,contextura,piel
2338,escleritis,ojo,aura,cerebro
2339,acidez,piel,cefalodinia,cabeza
2340,neuropatia,nervio,artritis,articulaciones
2341,asialia,saliva,mirada,ojo
2342,estertores,pecho,acalasia,abdomen
2343,neumotorax,pleura,desvanecimiento,cerebro
2344,lepra,piel,guiño,ojo
2345,laringitis,laringe,bronconeumonia,pulmon
2346,neuritis,nervio,epilepsia,cerebro
2347,guiño,ojo,artrogrifosis,articulaciones
2348,taurodontismo,lengua,microencefalia,cerebro
2349,hepatoesplenomegalia,bazo,anquiloglosia,cara
2350,retinitis,retina,acne,piel
2351,osteoma,cartilago,acne,piel
2352,ovulatorio,ovario,hiperreflexia,nervio
2353,pleuresia,pleura,amuck,cerebro
2354,queloide,piel,emetropia,ojo
2355,coroiditis,coroides,atelectasia,pulmon
2356,tendonitis,articulaciones,queratitis,ojo
2357,miasis,piel,dismenorrea,utero
2358,sudoracion,cabello,deslumbramiento,ojo
2359,prostatitis,prostata,miocarditis,miocardio
2360,tinnitus,laberinto,glaucoma,ojo
2361,queratoconjuntivitis,conjuntiva,hemocromatosis,higado
2362,pleuroneumonia,pleura,politricosis,piel
2363,glaucoma,ojo,bacteriemia,sangre
2364,emetropia,ojo,mareo,cerebro
2365,glositis,lengua,epididimitis,epididimo
2366,encandilamiento,ojo,artritis,articulaciones
2367,neumonitis,pulmon,asma,pulmon
2368,raquitismo,cartilago,coroiditis,uvea
2369,hemoptisis,expectoracion,bacteriemia,sangre
2370,esteatohepatitis,higado,parasoriasis,piel
2371,esclerodermia,fascia,fascitis,fascia
2372,palidez,piel,palidez,cara
2373,paraqueratosis,piel,anosmia,nariz
2374,laringitis,laringe,hipersomnia,cerebro
2375,uricacidemia,sangre,contextura,cara
2376,conjuntivitis,conjuntiva,asma,pulmon
2377,escleritis,esclerotica,rubor,cabello
2378,osteopenia,cartilago,rubor,piel
2379,tinnitus,laberinto,atelectasia,pulmon
2380,picazon,piel,cianosis,piel
2381,sudoracion,piel,nistagmo,ojo
2382,acidez,piel,bacteriemia,sangre
2383,retinitis,coroides,pielonefritis,riñon
2384,neumonitis,pulmon,uricacidemia,sangre
2385,penfigo,piel,queloide,piel
2386,insomnio,cerebro,periodontitis,mandibula
2387,laringitis,laringe,afaquia,cristalino
2388,paraqueratosis,piel,gingivoestomatitis,mandibula
2389,vaccina,piel,reflujo,esofago
2390,epididimitis,testiculo,cicatriz,piel
2391,vaccina,piel,hipersomnia,cerebro
2392,escotoma,ojo,prostatitis,prostata
2393,noma,mandibula,mediastinitis,mediastino
2394,fototoxicidad,piel,maloclusion,denticion
2395,gingivitis,encia,foliculitis,piel
2396,hepatoesplenomegalia,bazo,bruxismo,mandibula
2397,encandilamiento,ojo,anosmia,nariz
2398,rubor,cabello,epistaxis,nariz
2399,desvanecimiento,cerebro,queratocono,cornea
2400,sudoracion,piel,excoriacion,piel
2401,neumonia,pulmon,cataplexia,cerebro
2402,traqueitis,traquea,nefrocalcinosis,riñon
2403,prostatitis,prostata,queratoconjuntivitis,cornea
2404,polineuropatia,nervio,fototoxicidad,piel
2405,taurodontismo,mandibula,escencia,nariz
2406,desmayo,cerebro,narcolepsia,cerebro
2407,reflujo,abdomen,paperas,mandibula
2408,esplenomegalia,bazo,cianosis,piel
2409,lipodistrofia,piel,dismenorrea,utero
2410,vertigo,cerebro,kuru,posencefalo
2411,tinnitus,laberinto,dermatomicosis,cabello
2412,laminitis,pezuña,dermatomicosis,cabello
2413,sudoracion,cabello,emetropia,ojo
2414,viremia,sangre,anquiloglosia,cara
2415,vaccina,piel,queratocono,cornea
2416,paraqueratosis,piel,ambidiestro,cerebro
2417,carotico,cerebro,contextura,cara
2418,esplenomegalia,bazo,osteitis,cartilago
2419,gingivitis,mandibula,celulitis,piel
2420,mediastinitis,mediastino,dermatomicosis,cabello
2421,sudoracion,piel,prurito,piel
2422,hipersomnia,cerebro,duodenitis,duodeno
2423,psitacosis,pulmon,osteomielitis,cartilago
2424,rinorrea,nariz,fotofobia,ojo
2425,retinitis,retina,ginecomastia,mama
2426,encefalomielitis,cerebro,diaforesis,piel
2427,mielitis,cerebro,hiperostosis,cartilago
2428,taurodontismo,lengua,acrodermatitis,piel
2429,pitiriasis,piel,maloclusion,mandibula
2430,escencia,nariz,sarna,piel
2431,piometra,utero,gingivitis,encia
2432,pleuroneumonia,pleura,miopia,ojo
2433,miasis,piel,maloclusion,denticion
2434,impetigo,piel,fibrilacion,corazon
2435,estrabismo,ojo,sarna,piel
2436,vertigo,laberinto,artritis,articulaciones
2437,criptorquidia,pelvis,amuck,cerebro
2438,reumatismo,articulaciones,coriorretinitis,retina
2439,uremia,riñon,hemoptisis,expectoracion
2440,pterigion,conjuntiva,progeria,piel
2441,fotofobia,ojo,agiria,cerebro
2442,emetropia,ojo,cataplexia,cerebro
2443,politricosis,piel,colestasis,higado
2444,acidez,piel,cicatriz,piel
2445,sudoracion,cabello,retinitis,ojo
2446,colestasis,higado,acne,piel
2447,gota,sangre,epilepsia,cerebro
2448,orquitis,testiculo,dermatitis,piel
2449,sinovitis,articulaciones,rubor,piel
2450,neuralgia,nervio,queratocono,cornea
2451,estornudo,nariz,queratoconjuntivitis,cornea
2452,agiria,cerebro,conjuntivitis,conjuntiva
2453,queratoconjuntivitis,cornea,afaquia,cristalino
2454,pleuresia,pleura,amiantosis,pulmon
2455,estertores,pecho,prognatismo,mandibula
2456,uveitis,ojo,osteoma,cartilago
2457,queratoconjuntivitis,ojo,hiperpigmentacion,piel
2458,pleuresia,pleura,noma,piel
2459,peritonitis,peritoneo,conjuntivitis,ojo
2460,palidez,piel,fascitis,fascia
2461,hipersomnia,cerebro,gota,sangre
2462,neuritis,nervio,artralgia,articulaciones
2463,asialia,mandibula,osteomalacia,cartilago
2464,tinnitus,laberinto,pancreatitis,pancreas
2465,rinofima,piel,polineuropatia,nervio
2466,fascitis,fascia,eczema,piel
2467,neumoconiosis,pulmon,neuromielitis,nervio
2468,sudoracion,cabello,angioedema,piel
2469,esteatohepatitis,higado,conjuntivitis,ojo
2470,rinorrea,nariz,criptorquidia,pelvis
2471,prognatismo,cartilago,miliaria,piel
2472,reflujo,esofago,nistagmo,ojo
2473,vertigo,cerebro,pioderma,piel
2474,taurodontismo,cara,uricacidemia,sangre
2475,psitacosis,pulmon,hipomania,cerebro
2476,reumatismo,articulaciones,retinitis,ojo
2477,parasoriasis,piel,asma,pulmon
2478,petequias,piel,queratoconjuntivitis,conjuntiva
2479,psitacosis,pulmon,pleuroneumonia,pleura
2480,tracoma,ojo,cianosis,cabello
2481,delirio,cerebro,artrogrifosis,cerebro
2482,osteitis,cartilago,hiperostosis,cartilago
2483,asialia,saliva,poliosis,piel
2484,mielitis,cerebro,mediastinitis,mediastino
2485,coriorretinitis,coroides,calvicie,cabello
2486,somnolencia,cerebro,absceso,piel
2487,sudoracion,piel,posimagen,ojo
2488,retinitis,ojo,gastrinoma,duodeno
2489,pielonefritis,riñon,agiria,cerebro
2490,escotoma,ojo,conjuntivitis,ojo
2491,petequias,piel,colestasis,higado
2492,narcosis,cerebro,ambliopia,ojo
2493,laberintitis,laberinto,encandilamiento,ojo
2494,sudoracion,piel,stare,ojo
2495,estrabismo,ojo,osteopenia,cartilago
2496,espondilosis,articulaciones,ambliopia,ojo
2497,carotico,cerebro,hiperemia,piel
2498,hiperreflexia,nervio,ambliopia,ojo
2499,uveitis,uvea,hipersomnia,cerebro
2500,parestesia,piel,coriorretinitis,retina
2501,neuropatia,nervio,macrocefalo,cabeza
2502,prostatitis,prostata,ambliopia,ojo
2503,epididimitis,testiculo,atelectasia,pulmon
2504,retinitis,ojo,hiperostosis,cartilago
2505,queratitis,cornea,amaurosis,ojo
2506,fotopsia,ojo,hepatoesplenomegalia,bazo
2507,gingivitis,encia,artralgia,articulaciones
2508,vaccina,piel,aura,cerebro
2509,scrapie,posencefalo,progeria,piel
2510,miasis,piel,acne,piel
2511,kuru,posencefalo,hipersomnia,cerebro
2512,sinovitis,articulaciones,prognatismo,mandibula
2513,polio,cerebro,hipersomnia,cerebro
2514,liposarcoma,piel,hipomania,cerebro
2515,noma,mandibula,gingivoestomatitis,mandibula
2516,penfigo,piel,bronquiolitis,pulmon
2517,neuropatia,nervio,gastrinoma,duodeno
2518,taurodontismo,cara,psitacosis,pulmon
2519,polineuritis,nervio,pitiriasis,piel
2520,microencefalia,cerebro,disfluidez,cerebro
2521,estornudo,nariz,laringitis,laringe
2522,vitiligo,piel,mediastinitis,mediastino
2523,retinitis,ojo,crup,traquea
2524,hiperemia,cabello,dermatomiositis,piel
2525,piedra,piel,fotofobia,ojo
2526,hemoptisis,expectoracion,amiantosis,pulmon
2527,uremia,riñon,amuck,cerebro
2528,gingivoestomatitis,encia,asma,pulmon
2529,peritonitis,peritoneo,hiperbilirrubinemia,higado
2530,stare,ojo,prostatitis,prostata
2531,palidez,piel,mareo,cerebro
2532,aura,cerebro,diaforesis,piel
2533,prostatitis,prostata,crup,traquea
2534,artralgia,articulaciones,angioedema,piel
2535,neumotorax,pleura,fotofobia,ojo
2536,rinofima,piel,desvanecimiento,cerebro
2537,vertigo,laberinto,contextura,cara
2538,vaginitis,vagina,acidez,esofago
2539,macrocefalo,cabeza,enterorragia,recto
2540,duodenitis,duodeno,coroiditis,coroides
2541,parasoriasis,piel,calvicie,piel
2542,periodontitis,mandibula,despierto,cerebro
2543,progeria,piel,fibromialgia,articulaciones
2544,rubor,piel,dermatomiositis,piel
2545,parestesia,piel,osteomielitis,cartilago
2546,laberintitis,laberinto,impetigo,piel
2547,conjuntivitis,ojo,celulitis,piel
2548,tracoma,conjuntiva,emetropia,ojo
2549,retinitis,ojo,afaquia,cristalino
2550,ovulatorio,ovario,osteomielitis,cartilago
2551,gingivitis,encia,emetropia,ojo
2552,asialia,saliva,hiperemia,cabello
2553,narcosis,cerebro,acidez,piel
2554,hidrotorax,pleura,delirio,cerebro
2555,insomnio,cerebro,artrogrifosis,cerebro
2556,disfluidez,cerebro,somnolencia,cerebro
2557,insomnio,cerebro,hipomania,cerebro
2558,rubor,piel,albinismo,ojo
2559,hiperreflexia,nervio,catarata,cristalino
2560,prurito,piel,laberintitis,laberinto
2561,escencia,nariz,posimagen,ojo
2562,variola,piel,queratoconjuntivitis,ojo
2563,asialia,mandibula,espondilosis,articulaciones
